src,dst
12605,8861
940,12605
32693,12607
12608,16982
12608,47039
12608,55068
41809,12608
44163,12608
36012,12608
12610,33627
12611,38083
12611,395
12615,44866
12618,17354
12618,1702
12618,20584
12618,37912
12618,12236
1702,12618
12619,20255
12619,16727
12619,40976
12619,28575
5011,12619
12621,39268
12621,19187
12621,53698
12621,25426
12623,14762
12623,39273
12623,26496
12623,7292
12623,13502
12623,23503
12623,56311
12623,24740
12623,13738
12623,23056
12632,39225
12632,50527
12632,53698
7172,12632
18209,12632
12635,11092
12635,1798
54199,12635
12636,56615
12640,52691
12640,43282
12640,26564
12640,11840
12640,26993
12640,29955
12640,6634
2248,12640
30735,12640
8705,12641
12643,10285
12644,16502
12645,4409
15306,12646
12647,30545
12651,6512
12651,31618
12651,48032
12653,2723
12654,19524
55284,12657
12658,44335
12659,23016
10568,12661
13751,12662
1250,12663
15426,12663
12664,13041
12664,12885
12666,19609
12666,47465
12666,7609
12666,15035
12666,7854
12666,54076
22935,12666
27464,12666
20489,12666
17998,12666
12667,49300
12667,8508
49300,12667
12671,29647
12671,47242
12671,40951
11339,12671
1369,12674
28467,12674
8245,12674
14040,12674
1724,12674
30147,12676
12677,42852
12677,5850
17812,12678
11970,12679
45043,12679
52184,12679
12681,1175
12681,20584
12681,40692
12681,3721
12681,49389
31317,12681
41226,12681
42314,12681
28934,12681
19509,12682
42756,12682
11472,12682
12683,47442
12684,13981
8579,12685
12688,46734
32641,12689
44225,12689
35499,12689
56889,12689
50023,12689
42899,12689
18745,12689
22863,12689
12693,10245
12694,10319
12694,23868
12694,55441
12694,40249
12698,39998
12698,13156
12698,41994
39998,12698
12699,36635
12699,38434
12699,40166
12699,6954
12699,49407
12699,24976
12699,46521
12699,50561
12699,6422
12699,11796
12699,51526
12699,22547
12699,9738
45101,12699
3008,12699
50561,12699
11151,12701
12702,6917
12702,49784
12702,30259
12702,43254
12702,44669
12702,43870
9952,12702
30893,12702
38647,12702
12703,5001
12703,43033
12705,51216
12706,52265
12706,31634
12707,57292
12707,54887
12707,52539
12707,43539
12707,39973
12709,27919
12709,21685
12709,32811
12709,53938
46996,12709
21685,12709
12710,55704
30660,12710
12712,17188
12712,42275
12714,4566
20580,12714
36484,12714
12718,7417
41008,12718
46272,12718
1683,12718
12720,29483
12721,42399
12721,11964
12721,18036
12721,14146
12721,11176
12721,38963
29535,12727
35067,12727
30185,12727
50052,12727
53121,12727
41595,12728
12733,9135
12735,42248
20044,12736
45319,12736
12738,41126
12738,18004
12738,32304
12738,4841
1503,12738
4706,12738
42944,12738
41126,12738
36511,12738
434,12738
48523,12741
12743,25601
32203,12746
33577,12746
34781,12746
12747,50953
48003,12748
45108,12748
25820,12748
37138,12748
34827,12748
7845,12748
57347,12748
45009,12748
951,12748
12750,7862
12750,53159
12752,31246
12756,2723
34654,12757
24484,12757
12761,5657
12761,4070
12761,43030
12766,33605
37596,12766
37201,12766
5444,12766
39885,12766
12773,37009
12773,15679
12773,27926
9815,12774
12775,48902
21870,12775
34308,12778
12779,40489
40489,12779
12780,24528
56394,12781
19650,12783
6009,12783
12795,33183
12795,30377
12795,17960
12795,51618
12795,23807
12795,40495
36179,12795
57351,12795
16774,12795
47874,12795
12796,32154
7887,12796
32154,12796
12797,34995
12801,26055
12801,46155
12801,10498
12802,29002
12802,21881
12802,15052
768,12802
12804,55348
12804,9358
12805,57132
12805,30719
12806,18868
12807,34560
32944,12810
25959,12813
20132,12813
21816,12813
52797,12813
35460,12813
35622,12813
25811,12813
44116,12813
23640,12813
27225,12813
30842,12813
2111,12813
25424,12813
2927,12813
29239,12813
8559,12813
26146,12813
12816,44633
28227,12817
20514,12817
12819,49626
12819,17324
31136,12819
12820,43635
12820,53232
12820,37057
12820,48870
12820,57327
12820,30719
12820,3373
1046,12821
43616,12822
12824,53698
12824,36574
12171,12824
4397,12824
7804,12824
10457,12824
12828,21778
12828,7102
12828,1592
21778,12828
8663,12829
12830,40692
12830,36236
21170,12830
6753,12830
49220,12830
19086,12830
32403,12830
25098,12830
54326,12830
14146,12831
12837,38200
12837,38196
12837,6644
12837,22713
12837,31357
12837,34025
12837,35677
12837,46556
12837,55209
12837,50862
12837,8561
12837,31023
12837,7255
12840,40446
12840,36629
12842,4474
12842,50521
12842,6581
21779,12845
54568,12845
12846,48347
12849,29464
12849,9472
35841,12849
41726,12849
15860,12849
24478,12849
14520,12849
40468,12849
57082,12849
32605,12849
21079,12849
2021,12849
26491,12849
29701,12849
54184,12849
7791,12849
3345,12849
37029,12849
45672,12849
909,12849
8852,12849
53124,12849
5640,12849
42930,12849
8405,12849
27811,12849
20384,12849
30319,12849
1527,12849
49966,12849
7909,12849
55235,12849
21229,12849
27439,12849
31449,12849
52532,12849
15495,12849
32414,12849
22361,12849
56075,12849
30208,12849
57103,12849
25239,12849
41792,12849
40627,12849
22378,12849
36003,12849
3785,12849
35529,12849
14706,12849
20395,12849
55384,12849
27610,12849
42663,12849
33435,12849
16832,12849
3968,12849
16632,12849
43282,12849
11710,12849
9669,12849
22014,12849
9161,12849
5105,12849
36146,12849
4718,12849
40365,12849
26093,12849
20851,12849
36454,12849
54979,12849
35364,12849
32466,12849
28707,12849
7007,12849
2724,12849
18553,12849
9585,12849
17224,12849
21310,12849
53698,12849
29464,12849
12852,46878
13193,12852
33877,12852
46878,12852
12853,31643
12853,39019
12853,31987
22626,12855
4370,12856
12857,39660
36786,12858
53224,12858
12864,53858
12864,33605
12864,36502
12864,36799
37157,12864
41979,12864
24902,12864
50685,12864
49297,12864
26964,12864
8852,12864
45230,12864
19394,12864
40082,12864
25039,12864
47319,12864
9298,12864
8351,12864
19928,12864
12868,34748
12868,8702
12868,37360
12869,39390
12869,54091
12869,40166
12869,40553
12869,32583
12874,26051
12874,48102
12874,6453
12874,34512
12874,49052
12874,9134
12874,29150
12874,9417
12874,52368
12874,18342
12874,50379
12874,37935
12874,19490
12874,37001
31934,12877
54642,12877
24803,12877
3743,12877
16649,12881
47866,12881
12882,2097
25595,12882
48238,12882
12885,33631
9556,12885
12664,12885
12886,54049
12887,38308
45796,12888
27966,12888
31244,12888
26691,12888
12889,34576
12891,43041
12894,55546
12894,57211
12894,31480
12894,39399
12894,42492
57211,12894
12897,42934
12898,19715
12898,30586
12898,33936
53288,12902
12910,38645
12910,53490
12910,15838
12910,22713
12910,10790
12910,42476
12910,22587
12910,31023
18761,12910
12913,57327
26252,12913
37832,12913
40428,12914
21648,12920
44103,12920
12921,6552
12921,17963
45230,12923
12926,48960
12926,52450
12926,55295
12926,53277
12926,38565
12926,55537
45736,12926
48960,12926
53277,12926
12927,28077
12934,14707
12934,43085
12934,17324
35045,12935
38635,12935
12937,57324
12944,30658
8880,12947
710,12947
38800,12947
12949,16259
12951,13420
12952,23550
12952,32750
12952,53698
1807,12953
12954,22140
12954,2545
12954,54495
12954,7955
12954,53458
12954,25961
51394,12956
41116,12956
2874,12956
12957,28138
39430,12959
16713,12959
12961,41791
41653,12961
12962,17189
12963,19445
12963,16388
29605,12963
48915,12963
13375,12964
12965,55038
12965,20732
12965,50772
12965,16982
12965,24320
12965,35677
12965,24457
12965,42201
11409,12965
46599,12965
37582,12965
24837,12965
55198,12965
51668,12965
3206,12965
12967,52725
12967,38950
12967,57327
37731,12967
12968,45442
21807,12968
37033,12968
50216,12968
40731,12968
48224,12968
27305,12968
21798,12968
45442,12968
612,12975
12976,76
12976,29464
12980,44080
49053,12980
53831,12981
12982,28686
20191,12983
12985,28640
12985,43554
12985,34139
12985,2125
18683,12985
14185,12985
28112,12985
28640,12985
44288,12986
45864,12986
26345,12986
22899,12986
6039,12986
12987,39742
12987,38108
12987,23606
12987,54786
46871,12987
28333,12987
39742,12987
12991,39496
12991,38543
2301,12995
27,12999
13001,34043
13001,35560
13001,7579
13001,35472
13001,45004
13001,56434
13001,48925
13001,55082
13001,28913
13001,26096
13001,8513
13001,28193
13001,332
13001,28205
13001,31599
13001,7609
13001,36814
13001,57394
13001,33893
13001,6698
13001,11840
13001,42042
13001,6644
13001,43773
13001,16431
13001,11920
13001,45259
13001,42492
1660,13002
39523,13002
15632,13002
35087,13007
30610,13007
9149,13007
13011,20116
55842,13011
41979,13011
39334,13011
22666,13011
20504,13011
43195,13011
50646,13011
29132,13011
13018,51511
13018,17398
13018,57327
13018,24148
33524,13018
2924,13018
54320,13018
16940,13018
13019,49709
27705,13019
25031,13019
23072,13019
32686,13019
40352,13019
19203,13019
4552,13019
32077,13019
40051,13019
39115,13019
28881,13019
50942,13019
49387,13019
27749,13019
12521,13019
3774,13019
35095,13019
4395,13019
20539,13019
41609,13019
30285,13019
25098,13019
19326,13019
25639,13019
53744,13019
37202,13019
16279,13019
20977,13019
31599,13019
9567,13019
21156,13019
7511,13019
45993,13019
15445,13019
43440,13019
28612,13019
24719,13019
22028,13019
3088,13019
50772,13019
39467,13019
28664,13019
13023,34435
13023,50541
13023,13267
13023,29105
13023,32743
30058,13023
41878,13023
35871,13023
3989,13023
7971,13023
34435,13023
13024,45026
13025,56031
17836,13025
10458,13025
21534,13025
56031,13025
13026,26779
13026,37593
13026,11522
26182,13026
30488,13026
13028,45545
13028,57189
13028,32087
13028,40193
13028,23392
13028,27174
13028,46102
56658,13028
25167,13028
13029,22138
13029,15236
13029,54083
13029,40300
13029,9328
13029,9472
11862,13029
20507,13033
13036,20519
13036,57327
13036,36502
13037,27412
13038,51340
13040,19832
12664,13041
13043,41405
13044,26763
13044,4994
13044,32114
13044,26506
32114,13044
35196,13046
13047,55872
13048,36741
13048,43773
13048,42281
13048,37208
13048,57327
13048,15035
13048,28575
13048,1030
13048,30908
18095,13048
5720,13048
13049,49709
13049,37854
37392,13049
35503,13049
17424,13049
26594,13049
45094,13049
13050,36962
13050,24410
7259,13051
13053,22354
13053,34671
13053,45794
25141,13054
9497,13054
13055,17120
13055,52312
13055,22811
13056,14193
13058,44361
13107,13058
25887,13058
44361,13058
13059,15246
13059,33556
13059,5918
13059,25711
13059,5363
13059,43030
13059,38049
13062,20629
13062,1893
13064,4507
13064,45137
41624,13065
13066,47883
13070,23026
13070,30469
13070,53767
13070,42944
13070,11840
13070,39372
13070,46556
13070,53698
37729,13070
54461,13070
39128,13070
2640,13070
53767,13070
51106,13070
13072,4510
4510,13072
13073,38166
13073,18530
13073,57175
41570,13075
32962,13075
13080,51104
13081,9963
2382,13082
13083,52019
54994,13083
47237,13083
57128,13083
13089,45286
14950,13092
46012,13093
13094,48696
13094,4633
13095,45145
13096,4936
13096,4197
13096,21139
13096,11710
13096,45946
13096,1583
13096,2258
13096,42484
13096,43919
13096,5521
13096,53698
13096,25426
13096,51828
13096,56830
16183,13096
45343,13096
29617,13096
50881,13096
20514,13096
13327,13096
47874,13096
7804,13096
13099,11686
13099,13961
13099,41401
13100,50215
37854,13100
13101,16982
13101,32982
13107,3721
13107,13058
13111,49400
13111,3968
13111,49709
13111,4184
13111,11846
13111,56598
13111,57327
13111,33605
13111,36502
13111,37043
44523,13111
56148,13111
56215,13111
8885,13111
16432,13111
54440,13111
51649,13111
16552,13111
11844,13111
38611,13111
45752,13111
41291,13111
37960,13111
43913,13111
46335,13111
35437,13111
4296,13111
13112,9290
13112,11840
13112,5444
13112,12459
13112,28061
13112,17095
12019,13114
4342,13114
13118,15215
15293,13119
38666,13121
16557,13121
25888,13122
7412,13122
50124,13122
6224,13122
1843,13122
74,13122
47874,13122
37397,13122
13123,16149
13123,14027
13124,24162
5019,13126
1920,13128
52504,13128
15299,13128
13129,7316
22395,13129
13130,35885
8498,13130
35885,13130
13131,41587
13131,56800
5186,13132
13135,41994
13135,7688
13135,53113
13135,57327
28619,13139
13143,32993
13144,14384
13144,9095
13144,49709
13144,50925
13144,42935
17530,13144
28333,13144
14412,13144
13146,4644
13147,44711
13147,26133
15754,13147
50597,13149
13152,38084
27280,13154
13156,55740
13156,45398
13156,16597
13156,11840
13156,7362
13156,29798
13156,45065
13156,32551
24943,13156
12698,13156
39998,13156
29798,13156
41107,13162
23706,13162
18477,13162
46355,13162
13164,50391
13165,29150
13166,17592
13166,17325
17592,13166
13167,55767
13167,43814
13167,52883
55767,13167
13168,38049
13170,24192
13176,12204
13176,36338
11973,13176
34874,13176
13180,55741
13181,12253
13183,26924
13183,17095
19462,13183
13185,37397
13185,32127
37397,13185
32127,13185
13192,39433
13192,53265
13192,18440
2737,13192
17823,13192
55157,13192
20257,13192
13193,46878
13193,45417
13193,12852
13193,28500
13194,20111
13194,38770
13194,9095
13194,49709
13194,51764
13195,11846
6015,13195
51817,13195
13204,46883
13204,56066
39559,13206
13207,45682
13207,38801
13561,13207
46406,13207
19164,13207
45682,13207
16512,13207
38801,13207
19320,13207
34831,13207
8727,13207
13209,28824
13210,34825
13210,5182
13210,51363
13210,24896
13210,43377
13210,37309
13210,49271
13210,28658
21088,13210
33040,13210
35019,13210
28023,13210
1261,13210
13212,12002
13213,44881
12019,13214
15614,13215
13218,15891
46378,13218
13220,11846
13220,9055
13220,57327
13220,13233
37407,13221
26935,13221
13222,6412
13222,56675
13222,46735
13222,8845
13222,46556
13222,25782
781,13225
32343,13225
4715,13225
20867,13225
36287,13225
14221,13225
22061,13225
24755,13225
25414,13225
51031,13225
15541,13225
50096,13225
30790,13225
11403,13225
8706,13225
559,13225
26671,13225
41856,13225
53583,13225
49570,13225
20212,13225
40925,13225
4420,13225
50137,13225
13227,36380
13227,9176
13227,8851
13231,3778
13231,31315
13231,57327
13231,37043
2495,13233
17530,13233
42441,13233
28027,13233
19675,13233
54881,13233
24478,13233
29423,13233
50875,13233
3217,13233
2439,13233
3199,13233
29906,13233
6668,13233
51395,13233
40911,13233
27350,13233
11255,13233
47943,13233
1311,13233
17722,13233
45683,13233
11573,13233
23413,13233
23828,13233
52499,13233
47532,13233
13220,13233
39951,13233
10682,13233
25484,13233
9492,13233
24351,13233
17364,13233
49489,13233
24153,13233
18474,13233
29902,13233
5466,13233
4306,13233
39015,13233
37357,13233
45354,13233
47990,13233
51470,13233
51292,13233
48791,13233
18129,13233
34617,13233
32500,13233
56274,13233
53577,13233
34578,13233
52936,13233
26200,13233
47744,13233
55940,13233
54246,13233
56973,13233
46726,13233
5219,13233
42430,13233
562,13233
39544,13233
19441,13233
56023,13233
866,13233
37273,13233
35471,13233
54286,13233
13240,21644
13240,50260
23862,13244
47326,13244
30647,13246
43676,13246
7297,13250
18629,13250
43594,13250
46193,13250
13251,5839
13252,28809
18769,13253
46912,13253
36564,13253
13255,11840
13259,24827
13259,53698
13259,43745
50792,13259
47874,13259
13260,34622
13260,2022
13260,28221
13266,56117
13267,29105
13267,28411
13267,44335
41878,13267
28260,13267
24709,13267
40071,13267
50844,13267
3989,13267
7546,13267
9164,13267
34435,13267
13023,13267
13268,48472
13268,16400
13269,186
13273,15552
13273,40692
13275,28253
10158,13275
36902,13280
13282,48935
13282,31662
13282,23004
13282,56853
13282,30908
13282,11335
13282,18271
13283,44965
13283,25368
38389,13285
14630,13285
39995,13285
19914,13285
13287,57324
14716,13290
30035,13290
15966,13290
48724,13290
16771,13290
13291,53858
37197,13291
4444,13292
1431,13292
13294,38448
13294,23062
13294,46807
13294,36387
13294,6527
30660,13294
51748,13294
30375,13294
1691,13294
49115,13294
38261,13294
4159,13294
27164,13294
15766,13294
15246,13294
26542,13294
33045,13294
52074,13294
36612,13294
5376,13294
54713,13294
17745,13294
3281,13294
15033,13294
15339,13294
47631,13294
7977,13294
23977,13294
38448,13294
23062,13294
46807,13294
13296,25310
13296,42366
13296,2796
13296,57302
13296,20582
53760,13297
13298,3132
13298,21036
13298,35558
13298,13502
13298,56971
13298,46991
13298,33412
13298,47671
23530,13299
25912,13299
37694,13299
52691,13299
15346,13299
29819,13303
10670,13303
13305,21596
13306,3336
13306,3839
13306,36574
12305,13306
35383,13306
42175,13306
52532,13306
57189,13306
30215,13306
1815,13306
2611,13306
14706,13306
42663,13306
19891,13306
50208,13306
13310,6920
13310,6048
13310,54453
13310,46556
13310,46610
13310,56853
13310,1649
13310,15985
50955,13310
13318,53563
13318,28638
47537,13318
13320,30715
15048,13320
883,13320
55267,13320
27429,13320
13322,7217
13322,40399
13322,47783
13322,923
13322,38965
13322,13666
13322,16982
13327,4936
13327,13096
13327,2944
13327,23568
13327,4197
13327,21139
13327,15440
13327,8946
13327,23442
13327,20180
13327,50851
13327,2258
13327,57327
13327,26424
13327,25426
13327,9167
13327,56853
13327,1649
13327,15985
13327,19697
30982,13327
28917,13327
13329,53952
13329,848
13329,11840
42556,13330
1424,13330
12163,13334
30540,13335
13337,34575
13337,36987
16816,13338
41226,13338
11407,13338
2848,13338
7564,13338
12445,13338
13560,13338
41147,13338
19199,13338
3774,13338
2792,13338
29554,13338
17498,13338
9375,13338
34960,13338
18741,13338
17417,13338
56200,13338
13340,54032
13340,28331
13340,36992
4683,13340
48013,13340
42298,13340
13341,25772
2519,13341
25772,13341
13344,5100
13345,29690
13346,23791
13348,9738
13349,37132
13351,11407
13351,44227
13351,3774
13351,29554
13351,55986
13351,40245
13351,30293
13351,8766
37251,13351
13352,44370
13352,50296
42888,13352
43071,13352
34417,13353
35546,13355
13356,56728
26997,13357
13358,44557
13358,52622
33381,13358
9538,13358
20216,13358
13360,24517
8653,13360
2249,13360
24517,13360
13362,10026
13362,9330
47749,13363
2124,13363
36980,13363
25098,13363
31662,13363
30307,13363
39467,13363
37854,13363
13365,3060
13365,15739
13365,6185
13365,4047
13365,48496
13365,47312
13365,9778
13365,41677
13365,3907
13365,45020
13365,35682
13365,6472
13365,6636
13365,4184
13365,5850
13365,51764
13365,37043
3060,13365
13367,29769
41027,13369
13372,43382
27656,13374
13375,12964
13378,55704
13378,20214
13380,21107
21889,13384
57287,13384
23695,13384
55371,13384
13386,44819
13388,20042
13388,231
13388,56137
13388,36258
13388,28539
13388,44864
13388,24697
13388,37832
13388,26871
13388,38950
13388,57327
13388,3373
47665,13389
13390,16750
13390,28809
8138,13391
9937,13391
13393,50042
13393,40494
13394,48392
13394,39240
13398,19248
13398,32982
13398,34102
13398,4435
13401,20851
13401,38974
13401,51828
23127,13401
40179,13401
34374,13401
52532,13401
47450,13401
56398,13401
18435,13401
11869,13401
12593,13406
46537,13406
13410,3866
34617,13411
13413,43889
13413,49500
13413,41167
13413,16788
13416,53012
13416,13570
13416,6208
13416,42479
13416,55103
13416,24142
13416,26609
13416,38950
13416,34355
13416,5444
13416,57327
13416,6244
13416,34471
13416,36502
13416,43788
13416,32237
13416,43258
18217,13416
53012,13416
13417,18358
13417,55741
17121,13420
12951,13420
32640,13420
52006,13420
32609,13420
31223,13420
13421,25839
13422,49400
13422,24995
13422,11840
13422,49709
13422,12459
43587,13424
44687,13424
35657,13424
13425,19928
13425,21892
13425,11846
13425,57327
13425,56838
13425,36502
13425,40305
13425,2237
34527,13425
21097,13425
39872,13426
16852,13426
3979,13426
45693,13426
7017,13426
49530,13426
9491,13426
52948,13426
20420,13426
22968,13430
39929,13430
3897,13430
22334,13430
1503,13430
30972,13430
52324,13430
21773,13430
3892,13430
32864,13430
4059,13430
32587,13430
29898,13430
34374,13430
21918,13430
31312,13430
16447,13430
56954,13430
37034,13430
47566,13430
42475,13430
53774,13430
32414,13430
56012,13430
35935,13430
24342,13430
37930,13430
11869,13430
10409,13430
29225,13430
14652,13430
40730,13430
28536,13430
20851,13430
35379,13430
30593,13430
24824,13430
15797,13430
13433,33732
13435,1592
13435,51828
13435,40895
45273,13435
667,13435
32566,13435
23094,13435
53900,13435
17858,13435
56954,13435
3525,13435
56676,13435
17231,13435
46894,13435
24402,13435
25634,13435
7739,13443
40071,13443
13918,13443
34435,13443
32016,13443
29105,13443
31122,13445
5072,13446
13448,34110
1713,13452
10880,13452
37292,13452
17194,13452
40984,13453
5200,13453
13456,30784
13456,45188
13456,32551
13457,13909
13457,40315
13457,42222
21187,13457
16855,13457
13464,34541
13464,38375
13464,31244
13464,3699
13468,15543
22650,13470
13473,26083
13473,17745
13473,3281
13473,6010
13473,34955
13473,48334
13473,49034
13473,53698
13473,43030
13475,49709
13478,14516
13478,49817
13479,38140
13481,395
13481,633
13481,24821
13481,14555
13481,16794
13482,32483
13482,57327
13482,43659
13482,26133
42224,13482
12569,13482
6024,13482
28801,13482
13483,38375
13483,57327
13483,36502
13483,9328
13483,9472
5697,13483
36170,13483
39199,13483
13484,57296
13484,23660
13484,787
13484,40692
13484,49709
13484,19214
13484,19104
13484,40538
13484,5402
13484,27799
13484,42201
13484,42492
13484,31023
13484,38162
14029,13484
57296,13484
40538,13484
13486,14668
13486,54811
13487,34871
12205,13488
39607,13489
13491,20790
13495,25478
13495,23443
13495,44457
13495,14387
13497,45454
13501,508
13501,51869
13501,20298
13501,9915
13501,23660
13501,49709
13501,3373
13298,13502
21034,13502
12623,13502
19149,13502
18933,13502
44963,13502
14504,13507
13508,54068
13508,55778
13508,41792
13508,40627
13508,35735
13508,20395
13508,12229
13508,51778
13508,45213
13508,49400
13508,45041
13508,3968
13508,55068
13508,43868
13508,32466
13508,22627
13508,4184
13508,57327
13508,39018
13508,36502
47874,13511
9735,13511
19232,13513
27823,13513
4714,13513
13515,34829
13515,27785
13515,57327
13515,1649
13515,2101
34829,13515
16157,13515
13516,38140
13516,25817
37793,13516
15792,13517
56604,13517
13518,9078
22232,13518
13519,30684
13519,19946
13519,7545
13519,57327
13522,41991
18769,13522
6727,13525
25118,13525
23049,13535
13536,56326
22359,13536
40885,13536
13537,11851
13538,25866
13539,8257
13540,6361
41508,13541
27562,13541
41550,13542
13543,27443
12260,13543
19821,13543
34358,13543
13544,44661
13544,2525
16154,13545
25753,13545
6759,13550
13551,22713
13551,50257
13551,57327
13551,51763
13551,6345
13551,20082
13551,38162
38192,13551
51835,13551
53918,13551
13552,53698
13555,16873
13555,47899
15897,13555
20954,13556
12019,13556
27464,13557
47221,13559
13560,1175
13560,13338
13560,49709
13560,50925
13560,53903
13560,40520
13561,13207
13562,28421
13563,40692
35767,13567
5864,13567
13568,23981
13568,57327
13569,43598
13569,7454
13569,55736
13570,9106
13570,18280
13570,57327
13416,13570
13573,23456
13577,33503
13579,29322
13579,3533
13579,24352
13579,53331
13579,8661
13579,1702
13579,12236
13579,11846
13579,8766
13579,48472
13582,22426
13582,33353
13582,38711
13582,52865
13582,5950
13582,40593
13582,44800
13582,17113
13582,32239
13582,27015
13582,46190
13582,4729
13582,971
13582,42906
13582,33113
13582,41529
13582,18669
13582,10980
13582,11779
13582,6575
13582,14871
13582,2625
13582,30381
13582,22282
13582,34996
13582,20023
13582,41456
13582,45221
13582,5573
13582,1282
13582,31847
13582,51090
13582,12418
13582,36049
13582,14227
13582,44844
13582,14866
13582,51460
13582,23184
13582,38965
13582,32549
13582,54719
13582,41217
13582,50011
13582,7688
13582,22019
13582,45579
13582,53113
13582,36116
13582,5604
13582,10780
13582,16982
13582,23442
13582,22713
13582,23870
13582,49709
13582,38140
13582,57091
13582,40150
13582,45397
13582,21362
52393,13582
44036,13582
18352,13582
45022,13582
41733,13582
30752,13582
42314,13582
39539,13582
24785,13582
19786,13582
32888,13582
27464,13582
52865,13582
44800,13582
6024,13582
13584,27039
13585,34717
13587,17612
13587,8432
41111,13589
53334,13589
8859,13589
13593,18864
13593,39059
13593,11840
26887,13593
16313,13593
38409,13593
13594,15098
13595,43282
13595,10433
13595,53060
13596,40254
13600,48495
38467,13600
35390,13600
9679,13600
48495,13600
21972,13601
50763,13604
45633,13607
19630,13607
57264,13609
26869,13609
54254,13609
15841,13609
43449,13609
13610,30027
13614,50991
13616,9330
25442,13616
43449,13616
45016,13620
42687,13620
13623,40300
13623,16880
13624,31159
31159,13624
43080,13624
10866,13624
1969,13625
38602,13625
26328,13625
10029,13625
20068,13625
2341,13625
45579,13625
8559,13625
13628,15091
13628,20584
13628,40692
13628,51764
13628,31023
22339,13631
26201,13635
13638,47189
33715,13640
13641,35408
13641,18474
13641,54770
13641,39676
13641,42735
13641,54416
8401,13641
13642,6882
51907,13643
35884,13643
9516,13643
48956,13643
13644,38095
2438,13644
21544,13644
13647,11840
27596,13650
37046,13650
35215,13650
48557,13650
31027,13651
13652,14480
13656,7902
13656,44335
13656,11615
13657,50446
13657,9641
13657,39105
13657,2796
13657,11846
13657,9055
13657,24246
13657,30146
13657,43030
13658,730
13658,39275
13658,31035
9538,13658
30047,13662
13663,43030
13664,23856
13664,9641
13664,6010
13664,29491
13664,24322
13664,2796
13664,8060
13664,9055
13664,6361
13664,30146
13664,43030
13664,3265
13664,1269
13664,36387
53053,13664
12596,13664
13666,49709
13666,22039
13666,20107
13666,17205
13666,25960
13322,13666
38814,13666
8442,13666
18095,13666
55538,13666
52385,13666
18485,13666
57035,13666
34227,13666
38625,13666
50414,13666
56766,13666
56395,13666
32098,13666
16111,13666
11862,13666
20867,13666
44809,13666
14848,13666
32077,13666
2189,13666
52251,13666
36287,13666
21862,13666
45827,13666
19217,13666
38738,13666
51432,13666
37960,13666
57041,13666
38810,13666
51974,13666
32841,13666
25098,13666
52853,13666
55272,13666
41172,13666
8706,13666
923,13666
16341,13666
559,13666
8014,13666
41228,13666
4309,13666
29159,13666
13667,29961
51250,13668
3301,13668
16814,13668
13672,30124
13674,12331
13676,41974
13678,53698
13678,991
54743,13678
13679,25961
13680,48442
13682,50680
34706,13683
13684,49709
13684,4184
13686,55707
11002,13686
13687,44387
13688,28612
13688,31023
35516,13692
13693,45311
13695,8053
8053,13695
13700,50165
13700,54431
13700,42100
13700,8809
10527,13700
50165,13700
15301,13700
13701,53684
13702,18997
13702,25795
13702,9738
13706,32200
55607,13706
13708,54153
13709,505
13710,22202
13710,45041
13710,3968
13710,55068
13710,49709
13710,22627
13710,52990
13710,57327
13710,39018
13710,36502
21087,13710
13712,27172
13714,49311
26092,13715
13717,52449
13717,18741
13717,39356
13717,50172
13717,49709
13717,14093
13717,21936
13717,16107
42314,13717
28183,13718
13721,38669
57034,13723
13728,8062
13728,44545
13728,30654
13728,555
13728,49500
13728,11840
13728,10671
13728,24771
13728,41167
13728,55934
13728,1495
13728,5838
13728,21930
13728,41044
13728,56475
13728,14947
13728,57401
13728,43422
13728,40290
13728,49015
13728,45745
13728,16788
13728,41083
13728,23973
13728,46839
13728,10263
3910,13728
7715,13728
41894,13728
30159,13728
5043,13728
27534,13728
33482,13728
8062,13728
44545,13728
5395,13728
3056,13728
30654,13728
36564,13728
44362,13728
14505,13728
51444,13728
46839,13728
13729,55464
13729,6682
13729,26280
13729,29683
13729,3923
13730,38859
23750,13731
3869,13731
27230,13732
17388,13734
20857,13735
13736,5303
13736,57040
13738,26641
39057,13738
21034,13738
12623,13738
19149,13738
23357,13738
23671,13738
33877,13738
23503,13738
29295,13738
56311,13738
56180,13738
43941,13738
38405,13738
40196,13738
29867,13738
54212,13738
3201,13738
26641,13738
35743,13740
44013,13740
13746,37159
44606,13746
13747,16591
13747,50077
13747,52718
13747,40341
13747,25953
13747,48063
13747,38059
38059,13747
40687,13750
13751,1941
13751,12662
13751,12490
13751,8330
13752,53346
13752,22592
13752,36613
13752,34791
13752,31792
13752,24537
13752,5266
13752,8560
13754,48640
46502,13754
13755,36091
13755,31664
14590,13764
13765,27237
13769,11249
13769,14394
45887,13769
13770,55202
13770,27931
13772,34026
13772,53159
13772,24343
18246,13772
4005,13772
19464,13772
17245,13772
45714,13772
52730,13772
43449,13772
10561,13772
34026,13772
13775,28481
13776,12124
52445,13778
13779,46789
13779,6727
13779,16982
13779,49396
13779,16702
13779,30907
13779,6451
15710,13779
13784,15995
13784,22061
13784,31091
13784,38990
13784,26641
39148,13785
11808,13785
28015,13785
13788,7550
13788,4630
13788,52725
13788,5984
13788,3853
13788,18669
13788,48496
13788,1702
13788,10215
13788,8485
13788,32903
13788,42600
13788,57327
13788,26133
13789,3508
13789,51822
13789,49371
13789,48572
